stay_id,stay_added,start_date,end_date,duration,pet_total,service_type,owner_id,sitter_id,new_to_rover,booking_total_usd,postal_code
313289,2015-10-02 15:51:57,2015-10-08,2015-10-16,8,1,overnight-boarding,916805,916366,0,120,76549
313612,2015-10-02 15:53:14,2015-12-19,2016-01-03,15,1,overnight-boarding,495026,490478,0,975,6840
307978,2015-10-02 15:53:45,2015-10-08,2015-10-11,3,1,overnight-boarding,1037453,539438,1,94.5,1570
459236,2015-10-02 15:54:11,2015-10-17,2015-10-18,1,2,overnight-traveling,909670,74484,0,55,60181
309101,2015-10-02 15:55:13,2015-11-23,2015-11-27,4,2,overnight-boarding,628133,684694,0,400,98133
298310,2015-10-02 15:56:02,2015-10-03,2015-10-04,1,1,overnight-boarding,1019184,1006054,0,25,53036
314027,2015-10-02 15:56:51,2015-10-24,2015-10-27,3,1,overnight-boarding,200558,280369,0,0,33549
313982,2015-10-02 15:57:45,2015-10-17,2015-10-18,1,1,overnight-boarding,1023599,457982,0,0,60610
313923,2015-10-02 15:57:54,2015-10-08,2015-10-14,6,1,overnight-boarding,42054,993539,1,192,94105
314534,2015-10-02 15:59:56,2015-10-24,2015-10-25,1,2,overnight-boarding,690272,680369,0,55,98121
314382,2015-10-02 16:00:53,2015-10-03,2015-10-04,1,1,overnight-boarding,467492,341010,0,40,94062
314603,2015-10-02 16:02:24,2015-10-02,2015-10-02,1,1,overnight-boarding,1040773,39630,0,21,98133
314580,2015-10-02 16:03:33,2015-10-02,2015-10-03,1,1,overnight-boarding,1005423,763284,0,45,11542
314479,2015-10-02 16:04:51,2015-10-09,2015-10-13,4,2,overnight-boarding,654270,180578,0,200,22202
312645,2015-10-02 16:06:13,2015-10-02,2015-10-02,1,1,overnight-boarding,1046512,41042,1,18.9,22202
314538,2015-10-02 16:06:55,2015-11-20,2015-11-23,3,2,overnight-boarding,610388,393739,0,123,87104
459111,2015-10-02 16:07:13,2015-10-09,2015-10-09,1,1,overnight-traveling,759129,363498,0,15,80439
314041,2015-10-02 16:07:36,2015-10-07,2015-10-10,3,1,overnight-boarding,615249,657547,0,99,11704
313041,2015-10-02 16:07:48,2015-10-07,2015-10-12,5,1,overnight-boarding,1045457,439035,1,131.25,92656
314463,2015-10-02 16:08:37,2015-10-15,2015-10-20,5,1,overnight-boarding,624466,369643,0,125,91311
314024,2015-10-02 16:09:04,2015-10-20,2015-10-25,5,2,overnight-boarding,262487,152090,0,265,33071
458858,2015-10-02 16:10:24,2015-10-25,2015-10-28,3,1,overnight-traveling,477357,391648,0,89.97,98107
457421,2015-10-02 16:10:33,2015-10-16,2015-10-20,4,2,overnight-traveling,1034869,961763,1,120,60517
459235,2015-10-02 16:10:46,2015-10-02,2015-10-04,2,1,overnight-traveling,1049862,718740,1,25.2,91208
458480,2015-10-02 16:13:19,2015-10-02,2015-10-03,1,1,overnight-traveling,984291,754629,0,10,97266
314601,2015-10-02 16:14:18,2015-10-02,2015-10-04,2,1,overnight-boarding,1004415,706761,0,66,60187
314585,2015-10-02 16:15:14,2015-10-02,2015-10-02,1,1,overnight-boarding,249033,360950,0,50,20878
310230,2015-10-02 16:15:16,2015-10-05,2015-10-13,8,1,overnight-boarding,1041611,775846,1,120,77074
459202,2015-10-02 16:16:14,2015-10-04,2015-10-08,4,1,overnight-traveling,946907,936451,0,60,34450
313110,2015-10-02 16:18:00,2015-10-07,2015-10-13,6,1,overnight-boarding,1047326,228731,1,132,73008
312899,2015-10-02 16:18:06,2015-10-02,2015-10-04,2,1,overnight-boarding,473303,553960,0,80,2648
456136,2015-10-02 16:18:25,2015-10-16,2015-10-18,2,1,overnight-traveling,489908,398068,0,55.98,43214
314111,2015-10-02 16:18:28,2015-10-28,2015-11-02,5,1,overnight-boarding,26272,27759,0,0,98122
459234,2015-10-02 16:19:38,2015-10-02,2015-10-03,1,3,overnight-traveling,1050003,923696,1,78.75,80550
458451,2015-10-02 16:19:50,2015-10-13,2015-10-18,5,2,overnight-traveling,698267,635555,0,250,83706
458961,2015-10-02 16:20:06,2015-10-03,2015-10-04,1,1,overnight-traveling,1020263,935111,0,20,62702
267522,2015-10-02 16:20:13,2015-10-08,2015-10-11,3,1,overnight-boarding,930259,577622,0,75,53207
309578,2015-10-02 16:21:34,2015-10-02,2015-10-11,9,1,overnight-boarding,1040452,830130,1,236.25,20744
314528,2015-10-02 16:22:19,2015-10-23,2015-10-25,2,1,overnight-boarding,640427,679141,0,50,80247
314611,2015-10-02 16:22:29,2015-11-25,2015-11-29,4,1,overnight-boarding,507517,970863,0,0,30102
459019,2015-10-02 16:24:23,2015-11-25,2015-11-29,4,1,overnight-traveling,1034391,275849,0,147,98104
311116,2015-10-02 16:25:06,2015-10-07,2015-10-11,4,1,overnight-boarding,1043306,127088,1,84,34743
314613,2015-10-02 16:25:23,2015-11-06,2015-11-07,1,1,overnight-boarding,721789,392344,0,55,85308
312053,2015-10-02 16:25:35,2015-10-03,2015-10-03,1,1,overnight-boarding,664518,777188,0,25,98310
314555,2015-10-02 16:26:14,2015-10-17,2015-10-25,8,1,overnight-boarding,1012881,181260,1,240,33611
314616,2015-10-02 16:26:26,2015-11-23,2015-11-27,4,1,overnight-boarding,721789,392344,0,185,85308
310984,2015-10-02 16:27:01,2015-10-07,2015-10-12,5,2,overnight-boarding,632018,435321,0,200,28226
314598,2015-10-02 16:29:27,2015-10-03,2015-10-05,2,2,overnight-boarding,334940,488762,0,160,20817
455780,2015-10-02 16:29:27,2015-10-09,2015-10-11,2,1,overnight-traveling,1023784,489668,1,100,2675
314518,2015-10-02 16:31:36,2015-10-04,2015-10-05,1,1,overnight-boarding,760092,803547,0,31.99,22015
310178,2015-10-02 16:31:54,2015-11-22,2015-11-25,3,1,overnight-boarding,625001,946078,0,105,92104
314163,2015-10-02 16:34:55,2015-10-04,2015-10-05,1,1,overnight-boarding,1045698,933824,0,15.75,84095
314483,2015-10-02 16:36:10,2015-10-02,2015-10-04,2,1,overnight-boarding,804904,793633,1,40,34117
459259,2015-10-02 16:36:24,2015-10-09,2015-10-09,1,2,overnight-traveling,872564,185856,0,30,21703
314449,2015-10-02 16:38:56,2015-10-03,2015-10-04,1,2,overnight-boarding,539793,265131,0,25,95648
314578,2015-10-02 16:39:27,2015-11-26,2015-11-28,2,1,overnight-boarding,641859,216377,0,70,97220
314633,2015-10-02 16:40:23,2015-10-02,2015-10-02,1,1,overnight-boarding,737265,439715,0,35,91423
458790,2015-10-02 16:40:36,2015-10-02,2015-10-05,3,1,overnight-traveling,1046836,517446,1,151.2,20910
311974,2015-10-02 16:40:36,2015-10-02,2015-10-06,4,1,overnight-boarding,926307,646937,0,120,89149
459226,2015-10-02 16:40:53,2015-10-05,2015-10-06,1,2,overnight-traveling,690272,680369,0,55,98121
459190,2015-10-02 16:41:58,2015-10-05,2015-10-09,4,2,overnight-traveling,1007232,891054,0,100,33883
314636,2015-10-02 16:42:08,2015-10-09,2015-10-11,2,1,overnight-boarding,760092,803547,0,63.98,22015
458830,2015-10-02 16:42:16,2015-11-21,2015-11-30,9,1,overnight-traveling,1047277,79594,1,315,60018
314624,2015-10-02 16:42:55,2015-11-25,2015-11-29,4,1,overnight-boarding,43186,833445,0,120,27282
313627,2015-10-02 16:43:16,2015-10-08,2015-10-11,3,1,overnight-boarding,397630,299967,0,75,43202
314587,2015-10-02 16:43:27,2015-11-19,2015-12-02,13,1,overnight-boarding,657022,624973,0,325,96818
456732,2015-10-02 16:44:39,2015-10-08,2015-10-11,3,1,overnight-traveling,1029137,980471,1,59.85,98199
456548,2015-10-02 16:45:10,2015-10-14,2015-10-19,5,2,overnight-traveling,487419,1008476,0,75,68028
459243,2015-10-02 16:47:30,2015-10-02,2015-10-03,1,2,overnight-traveling,404844,139188,0,20,91709
459263,2015-10-02 16:47:35,2015-10-17,2015-10-22,5,1,overnight-traveling,582585,392566,0,200,90028
314593,2015-10-02 16:48:09,2015-10-16,2015-10-23,7,1,overnight-boarding,415549,394417,0,245,8034
459244,2015-10-02 16:48:28,2015-10-17,2015-10-18,1,2,overnight-traveling,404844,139188,0,20,91709
313108,2015-10-02 16:48:43,2015-10-02,2015-10-05,3,2,overnight-boarding,714315,590684,0,240,92117
314565,2015-10-02 16:49:57,2015-10-02,2015-10-04,2,1,overnight-boarding,1049404,1002088,1,50,98144
314615,2015-10-02 16:51:16,2015-10-06,2015-10-09,3,1,overnight-boarding,954864,729921,0,45,28723
314238,2015-10-02 16:52:08,2015-10-02,2015-10-04,2,1,overnight-boarding,1049277,661296,1,52.5,76248
458997,2015-10-02 16:52:49,2015-12-04,2015-12-06,2,2,overnight-traveling,756291,701106,0,50,98121
313760,2015-10-02 16:52:50,2015-10-10,2015-10-11,1,2,overnight-boarding,110021,1000089,0,40,30309
314645,2015-10-02 16:52:51,2015-10-07,2015-10-11,4,2,overnight-boarding,1049374,699599,1,240,77584
312300,2015-10-02 16:54:05,2015-10-21,2015-10-25,4,1,overnight-boarding,1045877,288153,1,121.8,28079
459257,2015-10-02 16:54:43,2015-10-03,2015-10-03,1,1,overnight-traveling,1048832,482076,1,21,78758
459165,2015-10-02 16:54:44,2015-11-06,2015-11-09,3,1,overnight-traveling,653279,30075,0,150,80231
313709,2015-10-02 16:54:54,2015-10-11,2015-10-12,1,1,overnight-boarding,1048335,995019,1,25,18510
314348,2015-10-02 16:55:10,2015-10-03,2015-10-09,6,2,overnight-boarding,1049530,2680515,1,409.5,85225
459167,2015-10-02 16:55:17,2015-12-24,2015-12-28,4,1,overnight-traveling,653279,30075,0,200,80231
307443,2015-10-02 16:55:37,2015-10-02,2015-10-04,2,1,overnight-boarding,1036275,945196,1,42,20603
305498,2015-10-02 16:55:51,2015-12-22,2015-12-31,9,1,overnight-boarding,1032295,924734,1,283.5,32701
309912,2015-10-02 16:56:23,2015-10-02,2015-10-04,2,1,overnight-boarding,877303,798226,0,50,85233
459184,2015-10-02 16:56:52,2015-10-03,2015-10-04,1,2,overnight-traveling,459160,703268,0,50,91204
459134,2015-10-02 16:57:14,2015-10-02,2015-10-04,2,2,overnight-traveling,33702,943608,0,60,10032
313480,2015-10-02 16:57:47,2015-10-30,2015-11-01,2,1,overnight-boarding,796113,767222,0,70,70125
459265,2015-10-02 16:58:05,2015-10-02,2015-10-04,2,2,overnight-traveling,487419,1008476,0,30,68028
314655,2015-10-02 17:00:49,2015-10-09,2015-10-13,4,1,overnight-boarding,586048,445833,0,120,92103
312827,2015-10-02 17:00:54,2015-10-02,2015-10-03,1,1,overnight-boarding,858930,818397,0,20,72758
314631,2015-10-02 17:01:14,2015-10-02,2015-10-03,1,1,overnight-boarding,1049277,661296,0,26.25,76248
312734,2015-10-02 17:04:23,2015-10-06,2015-10-14,8,1,overnight-boarding,858441,524184,0,216,98036
309813,2015-10-02 17:04:59,2015-10-08,2015-10-25,17,1,overnight-boarding,670887,1017747,1,425,19121
314643,2015-10-02 17:05:18,2015-10-02,2015-10-03,1,1,overnight-boarding,681436,492616,0,29,80211
314651,2015-10-02 17:05:30,2015-11-04,2015-11-05,1,1,overnight-boarding,710226,524690,0,0,77840
314409,2015-10-02 17:06:05,2015-10-02,2015-10-05,3,1,overnight-boarding,1047864,191456,1,107.1,48085
458878,2015-10-02 17:07:44,2015-10-03,2015-10-04,1,1,overnight-traveling,1046644,581865,1,52.5,98406
308455,2015-10-02 17:08:34,2015-10-09,2015-10-12,3,1,overnight-boarding,763217,393474,0,135,94044
314547,2015-10-02 17:08:35,2015-10-02,2015-10-04,2,1,overnight-boarding,463693,815367,0,60,97132
312025,2015-10-02 17:08:38,2015-12-28,2016-01-03,6,1,overnight-boarding,898694,546235,1,0,2184
313540,2015-10-02 17:10:15,2015-10-18,2015-10-23,5,1,overnight-boarding,853393,553070,1,0,55422
313960,2015-10-02 17:11:11,2015-10-02,2015-10-04,2,1,overnight-boarding,410672,1006220,0,40,22903
314652,2015-10-02 17:11:32,2015-10-02,2015-10-03,1,1,overnight-boarding,1047488,296611,0,30,70130
308216,2015-10-02 17:12:32,2015-10-02,2015-10-04,2,1,overnight-boarding,552777,394809,0,50,32713
457472,2015-10-02 17:12:33,2015-10-23,2015-10-26,3,1,overnight-traveling,1036989,626054,1,150,95765
459193,2015-10-02 17:12:34,2015-10-04,2015-10-04,1,1,overnight-traveling,1014767,904737,0,45,90019
314663,2015-10-02 17:12:51,2015-10-02,2015-10-04,2,1,overnight-boarding,820110,407677,0,60,95240
314618,2015-10-02 17:13:14,2015-10-03,2015-10-04,1,1,overnight-boarding,1049555,774951,1,30,78028
314664,2015-10-02 17:13:54,2015-12-21,2015-12-25,4,1,overnight-boarding,1036178,500644,1,124,85742
313215,2015-10-02 17:14:26,2015-10-02,2015-10-11,9,1,overnight-boarding,1047526,353717,1,330.75,98118
314642,2015-10-02 17:14:39,2015-10-03,2015-10-04,1,1,overnight-boarding,554264,379393,0,29,33594
458665,2015-10-02 17:18:11,2015-10-03,2015-10-04,1,2,overnight-traveling,973805,946030,0,45,80109
455969,2015-10-02 17:19:05,2015-10-09,2015-10-13,4,2,overnight-traveling,584994,563630,0,100,36832
314661,2015-10-02 17:19:05,2015-10-09,2015-10-11,2,1,overnight-boarding,779665,737673,0,60,98126
456064,2015-10-02 17:20:01,2015-10-24,2015-10-30,6,1,overnight-traveling,1026796,940280,1,147,92131
306415,2015-10-02 17:20:05,2015-09-30,2015-10-05,5,1,overnight-boarding,570254,737292,0,100,92647
314313,2015-10-02 17:21:30,2015-10-15,2015-10-15,1,1,overnight-boarding,1017448,779999,0,15,97224
314595,2015-10-02 17:22:01,2015-10-03,2015-10-04,1,1,overnight-boarding,1025837,820096,0,25,79705
313575,2015-10-02 17:22:15,2015-10-01,2015-10-04,3,1,overnight-boarding,855068,989199,0,66,78745
310529,2015-10-02 17:22:27,2015-10-18,2015-10-19,1,2,overnight-boarding,505796,423729,0,65,94561
313655,2015-10-02 17:22:43,2015-10-02,2015-10-04,2,3,overnight-boarding,255347,684130,0,150,92104
314622,2015-10-02 17:23:02,2015-10-08,2015-10-11,3,1,overnight-boarding,558135,601724,0,105,10022
458844,2015-10-02 17:23:30,2015-10-02,2015-10-06,4,3,overnight-traveling,1047344,904737,1,341.25,90019
459274,2015-10-02 17:26:08,2015-11-06,2015-11-08,2,2,overnight-traveling,506699,764025,0,0,35242
314684,2015-10-02 17:27:23,2015-10-08,2015-10-09,1,1,overnight-boarding,1005556,289870,0,28,24551
311835,2015-10-02 17:28:54,2015-10-02,2015-10-05,3,1,overnight-boarding,1003172,793633,0,60,34117
306459,2015-10-02 17:29:10,2015-10-09,2015-10-12,3,1,overnight-boarding,930935,18822,0,96,90631
249335,2015-10-02 17:29:47,2015-10-09,2015-10-12,3,1,overnight-boarding,603698,269658,0,87,80219
458487,2015-10-02 17:30:19,2015-10-16,2015-10-18,2,1,overnight-traveling,789471,725587,0,62,20016
312867,2015-10-02 17:31:03,2015-10-06,2015-10-11,5,1,overnight-boarding,1046892,840033,1,120,95826
311176,2015-10-02 17:31:09,2015-10-02,2015-10-04,2,1,overnight-boarding,882657,697122,0,60,98055
314691,2015-10-02 17:31:20,2015-10-04,2015-10-04,1,1,overnight-boarding,342198,54166,0,30,7307
459277,2015-10-02 17:32:10,2015-10-08,2015-10-12,4,2,overnight-traveling,776828,633943,0,420,34243
308042,2015-10-02 17:32:34,2015-09-30,2015-10-06,6,1,overnight-boarding,762100,508846,0,150,43221
459255,2015-10-02 17:32:55,2015-10-03,2015-10-04,1,3,overnight-traveling,1050003,923696,0,78.75,80550
458768,2015-10-02 17:33:38,2015-10-03,2015-10-04,1,2,overnight-traveling,796267,684795,0,27,32250
457918,2015-10-02 17:33:51,2015-10-03,2015-10-04,1,2,overnight-traveling,1039573,381925,1,68.25,85254
314557,2015-10-02 17:35:31,2015-10-09,2015-10-12,3,1,overnight-boarding,482648,186389,0,120,3047
312706,2015-10-02 17:35:39,2015-10-16,2015-10-28,12,1,overnight-boarding,1046493,1005513,1,252,98026
314582,2015-10-02 17:36:09,2015-10-24,2015-10-30,6,1,overnight-boarding,541894,280369,0,150,33549
314640,2015-10-02 17:36:23,2015-10-13,2015-10-14,1,1,overnight-boarding,724964,673866,0,27,89183
314702,2015-10-02 17:37:01,2015-10-16,2015-10-19,3,1,overnight-boarding,607151,52356,0,75,34293
311877,2015-10-02 17:38:55,2015-10-08,2015-10-11,3,2,overnight-boarding,849240,285944,0,190,90016
313174,2015-10-02 17:39:04,2015-10-03,2015-10-04,1,1,overnight-boarding,1047439,893813,1,26.25,98373
314605,2015-10-02 17:39:50,2015-10-09,2015-10-11,2,1,overnight-boarding,862268,502737,0,50,66210
314074,2015-10-02 17:42:09,2015-10-07,2015-10-11,4,1,overnight-boarding,722077,620141,0,40,79412
311887,2015-10-02 17:42:46,2015-10-02,2015-10-03,1,2,overnight-boarding,1018447,273214,1,48,93109
313666,2015-10-02 17:44:28,2015-10-02,2015-10-04,2,1,overnight-boarding,951154,454899,0,60,97211
314706,2015-10-02 17:44:48,2015-10-21,2015-10-26,5,1,overnight-boarding,900219,642341,0,195,90230
314647,2015-10-02 17:45:48,2015-10-07,2015-10-11,4,2,overnight-boarding,655473,947282,1,0,6268
314535,2015-10-02 17:46:12,2015-10-02,2015-10-02,1,1,overnight-boarding,1049887,228959,1,40.95,94403
310952,2015-10-02 17:46:18,2015-10-05,2015-10-07,2,1,overnight-boarding,1022881,737673,0,50,98126
314561,2015-10-02 17:46:30,2015-10-02,2015-10-04,2,1,overnight-boarding,1049990,743533,1,30,33613
312938,2015-10-02 17:47:24,2015-10-11,2015-10-16,5,3,overnight-boarding,985582,287466,1,345,92637
313881,2015-10-02 17:47:32,2015-10-02,2015-10-07,5,1,overnight-boarding,1048693,45203,1,52.5,65348
314718,2015-10-02 17:49:00,2015-10-09,2015-10-12,3,1,overnight-boarding,1031111,918889,0,63,77484
314577,2015-10-02 17:49:17,2015-10-10,2015-10-11,1,1,overnight-boarding,761889,483955,0,30,60018
314686,2015-10-02 17:51:22,2015-10-02,2015-10-03,1,1,overnight-boarding,1024714,798348,0,30,75204
314701,2015-10-02 17:52:50,2015-10-02,2015-10-04,2,1,overnight-boarding,1050232,1007255,1,52.5,92804
458772,2015-10-02 17:56:33,2015-10-09,2015-10-09,1,1,overnight-traveling,826167,651188,1,35,72120
314407,2015-10-02 17:57:35,2015-10-02,2015-10-04,2,2,overnight-boarding,925699,635123,0,70,78242
457909,2015-10-02 17:57:40,2015-10-03,2015-10-03,1,1,overnight-traveling,1040273,950335,1,36.75,98125
314711,2015-10-02 17:57:54,2015-10-13,2015-10-20,7,1,overnight-boarding,693457,955356,0,210,11221
311802,2015-10-02 17:58:12,2015-10-11,2015-10-17,6,1,overnight-boarding,997159,636914,0,240,60093
458469,2015-10-02 17:58:52,2015-10-10,2015-10-11,1,2,overnight-traveling,1010822,947207,1,47.25,92563
303797,2015-10-02 17:59:15,2015-10-13,2015-10-22,9,2,overnight-boarding,1029123,995671,1,222,21742
308901,2015-10-02 18:00:05,2015-10-03,2015-10-04,1,1,overnight-boarding,927380,497914,0,40,95111
295829,2015-10-02 18:00:39,2015-11-08,2015-11-11,3,2,overnight-boarding,1014587,614243,1,0,92675
314254,2015-10-02 18:02:09,2015-10-10,2015-10-13,3,1,overnight-boarding,1048630,299923,1,141.75,96753
314679,2015-10-02 18:02:27,2015-10-13,2015-10-13,1,1,overnight-boarding,1021625,268003,0,25,85282
314461,2015-10-02 18:02:59,2015-10-02,2015-10-04,2,1,overnight-boarding,1049757,385270,1,58.8,70819
314728,2015-10-02 18:03:19,2015-10-22,2015-10-25,3,2,overnight-boarding,1029123,995671,0,84,21742
313873,2015-10-02 18:04:23,2015-10-29,2015-11-02,4,1,overnight-boarding,1034197,810546,1,138.6,92102
311857,2015-10-02 18:04:30,2015-10-02,2015-10-04,2,2,overnight-boarding,588750,87275,0,68,77357
314609,2015-10-02 18:05:32,2015-10-03,2015-10-06,3,2,overnight-boarding,640855,1038482,0,80.97,60642
458786,2015-10-02 18:08:47,2015-10-14,2015-10-19,5,1,overnight-traveling,1046952,612409,1,157.5,90621
458807,2015-10-02 18:12:17,2015-10-08,2015-10-11,3,2,overnight-traveling,838783,474798,0,105,20002
314738,2015-10-02 18:12:37,2015-10-02,2015-10-05,3,1,overnight-boarding,1047646,970207,1,110.25,21403
314704,2015-10-02 18:12:48,2015-10-03,2015-10-04,1,1,overnight-boarding,567349,647046,0,18,92374
314644,2015-10-02 18:13:57,2015-10-03,2015-10-04,1,1,overnight-boarding,889339,628307,0,45,94555
314708,2015-10-02 18:15:36,2015-10-02,2015-10-06,4,1,overnight-boarding,869652,742655,0,125,33705
305907,2015-10-02 18:15:49,2015-10-08,2015-10-11,3,2,overnight-boarding,933232,463480,1,135,60134
459128,2015-10-02 18:15:51,2015-10-02,2015-10-04,2,1,overnight-traveling,1049155,655718,1,58.8,97232
310636,2015-10-02 18:15:59,2015-10-02,2015-10-03,1,1,overnight-boarding,1042396,429426,1,26.25,97008
309281,2015-10-02 18:16:20,2015-10-08,2015-10-11,3,1,overnight-boarding,970746,597232,1,120,7302
459117,2015-10-02 18:17:18,2015-10-07,2015-10-11,4,1,overnight-traveling,1049324,505074,1,63,92020
314735,2015-10-02 18:18:38,2015-10-30,2015-11-30,31,1,overnight-boarding,777871,65613,0,713,70056
314678,2015-10-02 18:18:58,2015-10-12,2015-10-16,4,1,overnight-boarding,1009519,831350,1,104,85210
459127,2015-10-02 18:19:58,2015-10-02,2015-10-04,2,1,overnight-traveling,1047380,956974,1,80,94572
314683,2015-10-02 18:20:26,2015-10-02,2015-10-04,2,1,overnight-boarding,420763,142858,0,114,94549
311414,2015-10-02 18:21:36,2015-10-09,2015-10-13,4,1,overnight-boarding,288177,385035,0,88,97302
314627,2015-10-02 18:21:47,2015-10-09,2015-10-11,2,1,overnight-boarding,218830,896036,0,50,53202
309440,2015-10-02 18:22:33,2015-09-27,2015-10-01,4,1,overnight-boarding,996422,287429,0,152,85258
314498,2015-10-02 18:22:38,2015-10-09,2015-10-14,5,1,overnight-boarding,459731,495582,0,120,33460
310431,2015-10-02 18:22:48,2015-11-07,2015-11-08,1,1,overnight-boarding,475197,462485,0,20,64108
313882,2015-10-02 18:23:47,2015-10-22,2015-11-02,11,1,overnight-boarding,180198,871881,0,275,95018
314385,2015-10-02 18:25:05,2015-10-12,2015-10-16,4,1,overnight-boarding,988166,922586,0,100,27601
310270,2015-10-02 18:25:07,2015-10-10,2015-10-17,7,1,overnight-boarding,1041708,726748,1,210,60803
458549,2015-10-02 18:25:12,2015-10-03,2015-10-03,1,2,overnight-traveling,1045312,888341,1,15.75,29307
305687,2015-10-02 18:26:06,2015-12-19,2015-12-30,11,2,overnight-boarding,507759,41024,0,495,60164
314748,2015-10-02 18:26:53,2015-11-06,2015-11-08,2,1,overnight-boarding,887044,729813,0,40,32765
313654,2015-10-02 18:26:58,2015-10-03,2015-10-04,1,2,overnight-boarding,1048265,1011088,1,52.5,84765
314575,2015-10-02 18:28:53,2015-10-15,2015-10-16,1,1,overnight-boarding,703186,666152,0,30,98036
459239,2015-10-02 18:28:54,2015-10-03,2015-10-03,1,1,overnight-traveling,353036,794347,0,40,34104
314733,2015-10-02 18:29:34,2015-10-29,2015-11-03,5,1,overnight-boarding,484446,657989,0,275,94114
311077,2015-10-02 18:29:41,2015-10-02,2015-10-02,1,2,overnight-boarding,969485,833538,0,25,80226
314729,2015-10-02 18:29:46,2015-10-02,2015-10-05,3,2,overnight-boarding,343509,948209,0,132,40508
314739,2015-10-02 18:31:59,2015-10-02,2015-10-05,3,1,overnight-boarding,650360,946284,0,0,60614
289952,2015-10-02 18:32:00,2015-11-09,2015-11-12,3,1,overnight-boarding,985375,162208,0,126,19063
314665,2015-10-02 18:32:49,2015-10-05,2015-10-05,1,1,overnight-boarding,271389,178058,0,25,98004
311282,2015-10-02 18:32:58,2015-10-02,2015-10-05,3,2,overnight-boarding,985776,963734,0,120,32824
459246,2015-10-02 18:33:54,2015-11-04,2015-11-07,3,3,overnight-traveling,1015684,663062,0,150,80104
314515,2015-10-02 18:34:24,2015-10-05,2015-10-12,7,2,overnight-boarding,890459,289396,0,406,32750
459220,2015-10-02 18:34:46,2015-10-10,2015-10-13,3,1,overnight-traveling,643564,516609,0,120,2136
314658,2015-10-02 18:35:12,2015-10-02,2015-10-02,1,1,overnight-boarding,971146,920191,0,30,9645
306603,2015-10-02 18:36:27,2015-11-24,2015-11-29,5,2,overnight-boarding,248016,416211,0,400,91803
310589,2015-10-02 18:37:02,2015-10-09,2015-10-18,9,1,overnight-boarding,1042305,479799,1,236.25,85143
314183,2015-10-02 18:38:02,2015-10-09,2015-10-13,4,1,overnight-boarding,954787,837625,0,120,6902
314690,2015-10-02 18:38:20,2015-10-04,2015-10-05,1,1,overnight-boarding,1010190,491331,0,30,98116
314753,2015-10-02 18:38:26,2015-10-03,2015-10-04,1,1,overnight-boarding,1050331,1049165,1,26.25,87108
310373,2015-10-02 18:40:22,2015-10-03,2015-10-10,7,1,overnight-boarding,175250,393254,0,175,60657
307777,2015-10-02 18:40:50,2015-11-03,2015-11-09,6,1,overnight-boarding,1037015,852738,1,252,98012
314619,2015-10-02 18:40:58,2015-10-03,2015-10-04,1,1,overnight-boarding,797328,881071,1,25,11204
314754,2015-10-02 18:41:13,2015-10-06,2015-10-08,2,2,overnight-boarding,149961,743546,1,120,29414
459271,2015-10-02 18:42:26,2015-10-05,2015-10-22,17,1,overnight-traveling,778770,594957,0,100,19018
314726,2015-10-02 18:42:32,2015-10-02,2015-10-05,3,1,overnight-boarding,972722,554537,1,120,76249
314757,2015-10-02 18:43:26,2015-10-02,2015-10-05,3,1,overnight-boarding,1050345,922038,1,78.75,91801
314573,2015-10-02 18:44:02,2015-10-02,2015-10-04,2,2,overnight-boarding,178428,425843,0,80,78249
457475,2015-10-02 18:45:11,2015-10-08,2015-10-11,3,1,overnight-traveling,1037020,509483,1,126,94109
313485,2015-10-02 18:46:14,2015-10-02,2015-10-05,3,1,overnight-boarding,390842,718338,0,107,92646
311782,2015-10-02 18:46:15,2015-10-04,2015-10-11,7,1,overnight-boarding,1044936,726481,1,168,58601
314592,2015-10-02 18:46:51,2015-10-03,2015-10-04,1,2,overnight-boarding,819008,764993,0,50,15237
314722,2015-10-02 18:47:05,2015-10-09,2015-10-11,2,1,overnight-boarding,356776,364267,0,60,66215
314719,2015-10-02 18:47:34,2015-10-07,2015-10-17,10,2,overnight-boarding,1050272,948353,1,367.5,85704
296841,2015-10-02 18:49:18,2015-11-08,2015-11-12,4,1,overnight-boarding,1011822,687643,1,92,75214
311222,2015-10-02 18:49:34,2015-10-09,2015-10-18,9,2,overnight-boarding,699371,481639,0,333,23230
314670,2015-10-02 18:52:55,2015-10-03,2015-10-04,1,1,overnight-boarding,440254,176591,0,25,77008
314715,2015-10-02 18:53:07,2015-10-02,2015-10-04,2,1,overnight-boarding,1049346,697122,1,63,98055
311621,2015-10-02 18:54:34,2015-10-04,2015-10-06,2,2,overnight-boarding,1044567,970779,1,126,2648
306261,2015-10-02 18:55:34,2015-10-11,2015-10-13,2,1,overnight-boarding,1015862,261068,1,50,36695
456515,2015-10-02 18:57:29,2015-10-11,2015-10-12,1,2,overnight-traveling,1029775,3421,1,78.75,3874
313963,2015-10-02 18:57:53,2015-10-02,2015-10-11,9,2,overnight-boarding,941082,727508,0,234,32807
314632,2015-10-02 18:58:05,2015-10-23,2015-10-25,2,1,overnight-boarding,476748,47512,1,70,53092
299127,2015-10-02 18:59:49,2015-09-24,2015-09-27,3,1,overnight-boarding,527908,692897,0,75,28205
314730,2015-10-02 19:01:19,2015-10-02,2015-10-04,2,1,overnight-boarding,1050294,815946,1,58.8,28307
